EmailId,SessionId,ItemId,ItemName,Date,Checkout
ALICIA@contosoax7.onmicrosoft.com,1,67400,Sodix Mountain Bike,10/1/2022 13:00,TRUE
ALICIA@contosoax7.onmicrosoft.com,2,67401,Mannos Mountain Bike,10/1/2022 13:10,FALSE
BENJAMIN@contosoax7.onmicrosoft.com,3,67402,Radimer Mountain Bike,10/1/2022 13:20,FALSE
Brad@contosoax7.onmicrosoft.com,4,67403,Iropa Mountain Bike,10/1/2022 13:30,FALSE
BROOKE@contosoax7.onmicrosoft.com,5,67404,Bortan Mountain Bike,10/1/2022 13:40,FALSE
BrunoD@contosoax7.onmicrosoft.com,6,67405,Tellux Mountain Bike,10/1/2022 13:50,FALSE
CHARLIE@contosoax7.onmicrosoft.com,7,67406,Xenmon Mountain Bike,10/1/2022 14:00,FALSE
CHRISTIP@contosoax7.onmicrosoft.com,8,67407,Poloner Mountain Bike,10/1/2022 14:10,FALSE
CLAIRE@contosoax7.onmicrosoft.com,9,67408,Lanthas Mountain Bike,10/1/2022 14:20,FALSE
EMMAH@contosoax7.onmicrosoft.com,10,67400,Sodix Mountain Bike,10/1/2022 14:30,FALSE
ErinH@contosoax7.onmicrosoft.com,11,67401,Mannos Mountain Bike,10/1/2022 14:40,FALSE
GRACE@contosoax7.onmicrosoft.com,12,67402,Radimer Mountain Bike,10/1/2022 14:50,FALSE
INGA@contosoax7.onmicrosoft.com,13,67403,Iropa Mountain Bike,10/1/2022 15:00,FALSE
ISAAC@contosoax7.onmicrosoft.com,14,67404,Bortan Mountain Bike,10/1/2022 15:10,FALSE
JEREMYL@contosoax7.onmicrosoft.com,15,67405,Tellux Mountain Bike,10/1/2022 15:20,FALSE
JODI@contosoax7.onmicrosoft.com,16,67406,Xenmon Mountain Bike,10/1/2022 15:30,FALSE
KEVIN@contosoax7.onmicrosoft.com,17,67407,Poloner Mountain Bike,10/1/2022 15:40,FALSE
LARS@contosoax7.onmicrosoft.com,18,67408,Lanthas Mountain Bike,10/1/2022 15:50,FALSE
Lola@contosoax7.onmicrosoft.com,19,67400,Sodix Mountain Bike,10/1/2022 16:00,FALSE
Lukas@contosoax7.onmicrosoft.com,20,67401,Mannos Mountain Bike,10/1/2022 16:10,FALSE
MARCB@contosoax7.onmicrosoft.com,21,67402,Radimer Mountain Bike,10/1/2022 16:20,FALSE
MICHAEL@contosoax7.onmicrosoft.com,22,67403,Iropa Mountain Bike,10/1/2022 16:30,FALSE
NANCY@contosoax7.onmicrosoft.com,23,67404,Bortan Mountain Bike,10/1/2022 16:40,FALSE
PHYLLIS@contosoax7.onmicrosoft.com,24,67405,Tellux Mountain Bike,10/1/2022 16:50,FALSE
PRAKASH@contosoax7.onmicrosoft.com,25,67406,Xenmon Mountain Bike,10/1/2022 17:00,FALSE
REBECCA@contosoax7.onmicrosoft.com,26,67407,Poloner Mountain Bike,10/1/2022 17:10,FALSE
RenataK@contosoax7.onmicrosoft.com,27,67408,Lanthas Mountain Bike,10/1/2022 17:20,FALSE
SARA@contosoax7.onmicrosoft.com,28,67402,Radimer Mountain Bike,10/1/2022 17:30,FALSE
SEAN@contosoax7.onmicrosoft.com,29,67403,Iropa Mountain Bike,10/1/2022 17:40,FALSE
SHANNON@contosoax7.onmicrosoft.com,30,67404,Bortan Mountain Bike,10/1/2022 17:50,FALSE
SIMON@contosoax7.onmicrosoft.com,31,67405,Tellux Mountain Bike,10/1/2022 18:00,FALSE
TERRENCE@contosoax7.onmicrosoft.com,32,67406,Xenmon Mountain Bike,10/1/2022 18:10,FALSE
TIML@contosoax7.onmicrosoft.com,33,67407,Poloner Mountain Bike,10/1/2022 18:20,FALSE
Wayne@contosoax7.onmicrosoft.com,34,67408,Lanthas Mountain Bike,10/1/2022 18:30,FALSE
CLAIRE@contosoax7.onmicrosoft.com,35,67408,Lanthas Mountain Bike,10/1/2022 18:40,FALSE
EMMAH@contosoax7.onmicrosoft.com,36,67400,Sodix Mountain Bike,10/1/2022 18:50,FALSE
ErinH@contosoax7.onmicrosoft.com,37,67401,Mannos Mountain Bike,10/1/2022 19:00,FALSE
GRACE@contosoax7.onmicrosoft.com,38,67402,Radimer Mountain Bike,10/1/2022 19:10,FALSE
INGA@contosoax7.onmicrosoft.com,39,67403,Iropa Mountain Bike,10/1/2022 19:20,FALSE
ISAAC@contosoax7.onmicrosoft.com,40,67404,Bortan Mountain Bike,10/1/2022 19:30,FALSE
JEREMYL@contosoax7.onmicrosoft.com,41,67405,Tellux Mountain Bike,10/1/2022 19:40,FALSE
JODI@contosoax7.onmicrosoft.com,42,67406,Xenmon Mountain Bike,10/1/2022 19:50,FALSE
KEVIN@contosoax7.onmicrosoft.com,43,67407,Poloner Mountain Bike,10/1/2022 20:00,FALSE
LARS@contosoax7.onmicrosoft.com,44,67408,Lanthas Mountain Bike,10/1/2022 20:10,FALSE
Lola@contosoax7.onmicrosoft.com,45,67400,Sodix Mountain Bike,10/1/2022 20:20,FALSE
Lukas@contosoax7.onmicrosoft.com,46,67401,Mannos Mountain Bike,10/1/2022 20:30,FALSE
MARCB@contosoax7.onmicrosoft.com,47,67402,Radimer Mountain Bike,10/1/2022 20:40,FALSE
MICHAEL@contosoax7.onmicrosoft.com,48,67403,Iropa Mountain Bike,10/1/2022 20:50,FALSE
NANCY@contosoax7.onmicrosoft.com,49,67404,Bortan Mountain Bike,10/1/2022 21:00,TRUE
PHYLLIS@contosoax7.onmicrosoft.com,50,67405,Tellux Mountain Bike,10/1/2022 21:10,FALSE
PRAKASH@contosoax7.onmicrosoft.com,51,67406,Xenmon Mountain Bike,10/1/2022 21:20,FALSE
REBECCA@contosoax7.onmicrosoft.com,52,67407,Poloner Mountain Bike,10/1/2022 21:30,TRUE
RenataK@contosoax7.onmicrosoft.com,53,67408,Lanthas Mountain Bike,10/1/2022 21:40,FALSE
SARA@contosoax7.onmicrosoft.com,54,67402,Radimer Mountain Bike,10/1/2022 21:50,FALSE
SEAN@contosoax7.onmicrosoft.com,55,67403,Iropa Mountain Bike,10/1/2022 22:00,FALSE
SHANNON@contosoax7.onmicrosoft.com,56,67404,Bortan Mountain Bike,10/1/2022 22:10,FALSE
SIMON@contosoax7.onmicrosoft.com,57,67405,Tellux Mountain Bike,10/1/2022 22:20,FALSE
TERRENCE@contosoax7.onmicrosoft.com,58,67406,Xenmon Mountain Bike,10/1/2022 22:30,FALSE
TIML@contosoax7.onmicrosoft.com,59,67407,Poloner Mountain Bike,10/1/2022 22:40,FALSE
Wayne@contosoax7.onmicrosoft.com,60,67408,Lanthas Mountain Bike,10/1/2022 22:50,FALSE
Wayne@contosoax7.onmicrosoft.com,61,67400,Sodix Mountain Bike,10/1/2022 23:00,FALSE
ALICIA@contosoax7.onmicrosoft.com,62,67401,Mannos Mountain Bike,10/1/2022 23:10,FALSE
BENJAMIN@contosoax7.onmicrosoft.com,63,67402,Radimer Mountain Bike,10/1/2022 23:20,FALSE
Brad@contosoax7.onmicrosoft.com,64,67403,Iropa Mountain Bike,10/1/2022 23:30,TRUE
BROOKE@contosoax7.onmicrosoft.com,65,67404,Bortan Mountain Bike,10/1/2022 23:40,FALSE
BrunoD@contosoax7.onmicrosoft.com,66,67405,Tellux Mountain Bike,10/1/2022 23:50,FALSE
CHARLIE@contosoax7.onmicrosoft.com,67,67406,Xenmon Mountain Bike,10/2/2022 0:00,FALSE
CHRISTIP@contosoax7.onmicrosoft.com,68,67407,Poloner Mountain Bike,10/2/2022 0:10,FALSE
Brad@contosoax7.onmicrosoft.com,69,67403,Iropa Mountain Bike,10/2/2022 0:20,FALSE
BROOKE@contosoax7.onmicrosoft.com,70,67404,Bortan Mountain Bike,10/2/2022 0:30,FALSE
BrunoD@contosoax7.onmicrosoft.com,71,67405,Tellux Mountain Bike,10/2/2022 0:40,TRUE
CHARLIE@contosoax7.onmicrosoft.com,72,67406,Xenmon Mountain Bike,10/2/2022 0:50,FALSE
CHRISTIP@contosoax7.onmicrosoft.com,73,67407,Poloner Mountain Bike,10/2/2022 1:00,FALSE
CLAIRE@contosoax7.onmicrosoft.com,74,67408,Lanthas Mountain Bike,10/2/2022 1:10,FALSE
EMMAH@contosoax7.onmicrosoft.com,75,67400,Sodix Mountain Bike,10/2/2022 1:20,FALSE
ErinH@contosoax7.onmicrosoft.com,76,67401,Mannos Mountain Bike,10/2/2022 1:30,FALSE
